gene_id,module,Connectivity.kTotal,Connectivity.kWithin,gene_name,gene_biotype,chromosome,length,entrezgene
ENSG00000105289,grey,39.93476729567842,NA,TJP3,protein_coding,19,42705,27134
ENSG00000105321,grey,56.571619155309,NA,CCDC9,protein_coding,19,15974,26093
ENSG00000105327,grey,98.09556848398596,NA,BBC3,protein_coding,19,11943,27113
ENSG00000105329,grey,12.274012946816065,NA,TGFB1,protein_coding,19,52325,7040
ENSG00000105339,grey,58.50445385487108,NA,DENND3,protein_coding,8,78531,22898
ENSG00000105355,grey,522.2275695693679,NA,PLIN3,protein_coding,19,29428,10226
ENSG00000105364,grey,245.7750500683437,NA,MRPL4,protein_coding,19,8145,51073
ENSG00000105373,grey,56.20319398815295,NA,GLTSCR2,protein_coding,19,11537,NA
ENSG00000105383,grey,10.177755440666807,NA,CD33,protein_coding,19,18796,945
ENSG00000105397,grey,8.915219716286026,NA,TYK2,protein_coding,19,30144,7297
ENSG00000105447,grey,444.5427308174757,NA,GRWD1,protein_coding,19,11250,83743
ENSG00000105483,grey,221.4901105665855,NA,CARD8,protein_coding,19,75177,22900
ENSG00000105499,grey,15.37292325399672,NA,PLA2G4C,protein_coding,19,62975,8605
ENSG00000105516,grey,5.9414323059819765,NA,DBP,protein_coding,19,7409,1628
ENSG00000105518,grey,349.7833930383753,NA,TMEM205,protein_coding,19,3743,374882
ENSG00000105519,grey,210.69565636875737,NA,CAPS,protein_coding,19,4171,828
ENSG00000105538,grey,20.40626641289626,NA,RASIP1,protein_coding,19,20135,54922
ENSG00000105556,grey,51.5046457524901,NA,MIER2,protein_coding,19,39224,54531
ENSG00000105559,grey,4.559554888197222,NA,PLEKHA4,protein_coding,19,31536,57664
ENSG00000105576,grey,145.28135125465704,NA,TNPO2,protein_coding,19,24818,30000
ENSG00000105607,grey,186.01171367209022,NA,GCDH,protein_coding,19,23182,2639
ENSG00000105609,grey,7.492489501327297,NA,LILRB5,protein_coding,19,6902,10990
ENSG00000105612,grey,78.63762989209246,NA,DNASE2,protein_coding,19,6258,1777
ENSG00000105617,grey,8.510001340557299,NA,LENG1,protein_coding,19,4722,79165
ENSG00000105643,grey,5.8389008384859515,NA,ARRDC2,protein_coding,19,12971,27106
ENSG00000105647,grey,84.85553478341326,NA,PIK3R2,protein_coding,19,17423,5296
ENSG00000105655,grey,39.241291700336276,NA,ISYNA1,protein_coding,19,3914,51477
ENSG00000105656,grey,190.74119488635122,NA,ELL,protein_coding,19,79465,8178
ENSG00000105662,grey,91.25794479420098,NA,CRTC1,protein_coding,19,98518,23373
ENSG00000105676,grey,405.9804741233537,NA,ARMC6,protein_coding,19,26180,93436
ENSG00000105708,grey,40.81905633688968,NA,ZNF14,protein_coding,19,22627,7561
ENSG00000105722,grey,90.95275105015342,NA,ERF,protein_coding,19,7586,2077
ENSG00000105732,grey,163.02480430252422,NA,ZNF574,protein_coding,19,13073,64763
ENSG00000105738,grey,37.360902993018605,NA,SIPA1L3,protein_coding,19,301145,23094
ENSG00000105750,grey,55.762583994339224,NA,ZNF85,protein_coding,19,27476,7639
ENSG00000105755,grey,333.54803058112594,NA,ETHE1,protein_coding,19,20526,23474
ENSG00000105771,grey,26.12956206370487,NA,SMG9,protein_coding,19,23842,56006
ENSG00000105808,grey,2.160720180378484,NA,RASA4,protein_coding,7,37112,10156
ENSG00000105810,grey,37.36228939392432,NA,CDK6,protein_coding,7,231674,1021
ENSG00000105849,grey,40.0114754406516,NA,TWISTNB,protein_coding,7,13626,NA
ENSG00000105854,grey,37.688066128197995,NA,PON2,protein_coding,7,30336,5445
ENSG00000105855,grey,13.53011487778752,NA,ITGB8,protein_coding,7,85053,3696
ENSG00000105875,grey,10.885147052632027,NA,WDR91,protein_coding,7,27727,29062
ENSG00000105877,grey,2.7513540457736525,NA,DNAH11,protein_coding,7,358625,8701
ENSG00000105880,grey,21.449799512464768,NA,DLX5,protein_coding,7,4706,1749
ENSG00000105894,grey,2.3752599937804364,NA,PTN,protein_coding,7,116524,5764
ENSG00000105926,grey,10.504451821604306,NA,MPP6,protein_coding,7,120926,NA
ENSG00000105929,grey,2.2096418497133308,NA,ATP6V0A4,protein_coding,7,93266,50617
ENSG00000105939,grey,36.045076086311944,NA,ZC3HAV1,protein_coding,7,66200,56829
ENSG00000105963,grey,19.955371820307803,NA,ADAP1,protein_coding,7,57504,11033
ENSG00000105967,grey,23.921339676263575,NA,TFEC,protein_coding,7,224749,22797
ENSG00000105971,grey,53.84081066006124,NA,CAV2,protein_coding,7,221162,858
ENSG00000105976,grey,9.940772813458471,NA,MET,protein_coding,7,125997,4233
ENSG00000105993,grey,19.20633252093741,NA,DNAJB6,protein_coding,7,82059,10049
ENSG00000106003,grey,33.33032232731991,NA,LFNG,protein_coding,7,16649,3955
ENSG00000106009,grey,179.52448743959172,NA,BRAT1,protein_coding,7,17851,221927
ENSG00000106025,grey,8.502210785682912,NA,TSPAN12,protein_coding,7,71081,23554
ENSG00000106031,grey,120.93752690655738,NA,HOXA13,protein_coding,7,6604,3209
ENSG00000106034,grey,36.407375677413974,NA,CPED1,protein_coding,7,308768,79974
ENSG00000106066,grey,5.16435907512416,NA,CPVL,protein_coding,7,200221,54504
ENSG00000106069,grey,1.8257034314590048,NA,CHN2,protein_coding,7,392055,1124
ENSG00000106070,grey,3.755681459984129,NA,GRB10,protein_coding,7,203400,2887
ENSG00000106077,grey,50.56361993141233,NA,ABHD11,protein_coding,7,2774,83451
ENSG00000106078,grey,3.2046982633947527,NA,COBL,protein_coding,7,300607,23242
ENSG00000106080,grey,67.80740065307688,NA,FKBP14,protein_coding,7,16098,55033
ENSG00000106089,grey,11.06911519116014,NA,STX1A,protein_coding,7,20467,6804
ENSG00000106123,grey,18.459407378856326,NA,EPHB6,protein_coding,7,16056,2051
ENSG00000106133,grey,119.95828422438147,NA,NSUN5P2,pseudogene,7,7210,260294
ENSG00000106211,grey,143.54573471951846,NA,HSPB1,protein_coding,7,1752,3315
ENSG00000106302,grey,23.77569658973025,NA,HYAL4,protein_coding,7,48496,23553
ENSG00000106305,grey,197.2820744935962,NA,AIMP2,protein_coding,7,14590,7965
ENSG00000106333,grey,18.451102335915714,NA,PCOLCE,protein_coding,7,5999,5118
ENSG00000106366,grey,57.137357023000966,NA,SERPINE1,protein_coding,7,12178,5054
ENSG00000106367,grey,217.6720087190325,NA,AP1S1,protein_coding,7,7200,1174
ENSG00000106397,grey,148.50979985567346,NA,PLOD3,protein_coding,7,12444,8985
ENSG00000106399,grey,186.02148125903045,NA,RPA3,protein_coding,7,82090,6119
ENSG00000106404,grey,57.48423473304146,NA,CLDN15,protein_coding,7,6729,24146
ENSG00000106459,grey,10.997254657956121,NA,NRF1,protein_coding,7,145368,4899
ENSG00000106477,grey,41.56671779941632,NA,CEP41,protein_coding,7,48663,95681
ENSG00000106479,grey,112.23397556153539,NA,ZNF862,protein_coding,7,29113,643641
ENSG00000106484,grey,39.9022486289992,NA,MEST,protein_coding,7,20122,4232
ENSG00000106511,grey,35.699751249058295,NA,MEOX2,protein_coding,7,75601,4223
ENSG00000106536,grey,170.0287352830669,NA,POU6F2,protein_coding,7,515097,11281
ENSG00000106537,grey,13.226405132760922,NA,TSPAN13,protein_coding,7,31002,27075
ENSG00000106565,grey,131.84906528414587,NA,TMEM176B,protein_coding,7,10076,28959
ENSG00000106571,grey,3.1073200696975114,NA,GLI3,protein_coding,7,276922,2737
ENSG00000106605,grey,25.001588542507367,NA,BLVRA,protein_coding,7,48661,644
ENSG00000106608,grey,38.791380943284445,NA,URGCP,protein_coding,7,50518,55665
ENSG00000106628,grey,140.68837689255673,NA,POLD2,protein_coding,7,9672,5425
ENSG00000106635,grey,73.8648365035595,NA,BCL7B,protein_coding,7,21647,9275
ENSG00000106665,grey,51.94158172207395,NA,CLIP2,protein_coding,7,116469,7461
ENSG00000106683,grey,167.73081774186002,NA,LIMK1,protein_coding,7,39593,3984
ENSG00000106686,grey,169.39189429194147,NA,SPATA6L,protein_coding,9,113289,55064
ENSG00000106688,grey,25.612624642803016,NA,SLC1A1,protein_coding,9,97026,6505
ENSG00000106701,grey,365.75699902886095,NA,FSD1L,protein_coding,9,104638,83856
ENSG00000106799,grey,35.34787430167196,NA,TGFBR1,protein_coding,9,50155,7046
ENSG00000106803,grey,315.8593520510518,NA,SEC61B,protein_coding,9,8552,10952
ENSG00000106804,grey,36.677651947125234,NA,C5,protein_coding,9,97939,727
ENSG00000106852,grey,3.638561138618819,NA,LHX6,protein_coding,9,27050,26468
ENSG00000106853,grey,79.45506062499646,NA,PTGR1,protein_coding,9,50134,22949
ENSG00000106991,grey,43.823644354149955,NA,ENG,protein_coding,9,39745,2022
ENSG00000107020,grey,219.80595929062267,NA,PLGRKT,protein_coding,9,79906,55848
ENSG00000107021,grey,338.62230526282224,NA,TBC1D13,protein_coding,9,23229,54662
ENSG00000107099,grey,2.544159667345769,NA,DOCK8,protein_coding,9,250406,81704
ENSG00000107186,grey,205.47192920069793,NA,MPDZ,protein_coding,9,173887,8777
ENSG00000107242,grey,24.609372962853836,NA,PIP5K1B,protein_coding,9,303518,8395
ENSG00000107249,grey,10.986133040402418,NA,GLIS3,protein_coding,9,524266,169792
ENSG00000107263,grey,65.90710576101469,NA,RAPGEF1,protein_coding,9,163305,2889
ENSG00000107281,grey,30.591749173079823,NA,NPDC1,protein_coding,9,6734,56654
ENSG00000107282,grey,2.5972098578619263,NA,APBA1,protein_coding,9,244777,320
ENSG00000107331,grey,16.790945282498996,NA,ABCA2,protein_coding,9,21682,20
ENSG00000107404,grey,165.7813777006145,NA,DVL1,protein_coding,1,14075,1855
ENSG00000107485,grey,6.480630429578298,NA,GATA3,protein_coding,10,21595,2625
ENSG00000107518,grey,10.077799823343598,NA,ATRNL1,protein_coding,10,855380,26033
ENSG00000107521,grey,323.5552821076045,NA,HPS1,protein_coding,10,30730,3257
ENSG00000107537,grey,39.253989260435006,NA,PHYH,protein_coding,10,24617,5264
ENSG00000107551,grey,37.315504273735996,NA,RASSF4,protein_coding,10,36485,83937
ENSG00000107611,grey,2.3193211259968787,NA,CUBN,protein_coding,10,305868,8029
ENSG00000107643,grey,6.657303550977136,NA,MAPK8,protein_coding,10,132706,5599
ENSG00000107719,grey,16.107143049223332,NA,PALD1,protein_coding,10,89629,27143
ENSG00000107731,grey,25.65751468466454,NA,UNC5B,protein_coding,10,90295,219699
ENSG00000107742,grey,16.61891400473951,NA,SPOCK2,protein_coding,10,29998,9806
ENSG00000107798,grey,8.13727803261672,NA,LIPA,protein_coding,10,200989,3988
ENSG00000107816,grey,255.89892951866506,NA,LZTS2,protein_coding,10,11219,84445
ENSG00000107829,grey,67.63741002532139,NA,FBXW4,protein_coding,10,84630,6468
ENSG00000107833,grey,235.41205366187094,NA,NPM3,protein_coding,10,2089,10360
ENSG00000107863,grey,41.010239473069085,NA,ARHGAP21,protein_coding,10,140060,57584
ENSG00000107864,grey,99.32225439296225,NA,CPEB3,protein_coding,10,244396,22849
ENSG00000107872,grey,39.90667726013363,NA,FBXL15,protein_coding,10,3948,79176
ENSG00000107874,grey,239.32296367909157,NA,CUEDC2,protein_coding,10,9417,79004
ENSG00000107960,grey,30.110337551435002,NA,OBFC1,protein_coding,10,35664,NA
ENSG00000107968,grey,32.524567739610426,NA,MAP3K8,protein_coding,10,27897,1326
ENSG00000108001,grey,41.83812412290217,NA,EBF3,protein_coding,10,128559,253738
ENSG00000108091,grey,10.87688626066517,NA,CCDC6,protein_coding,10,117894,8030
ENSG00000108106,grey,184.94289160200836,NA,UBE2S,protein_coding,19,6494,27338
ENSG00000108107,grey,28.895028036640486,NA,RPL28,protein_coding,19,17900,6158
ENSG00000108175,grey,38.694100936800524,NA,ZMIZ1,protein_coding,10,247485,57178
ENSG00000108179,grey,397.8388278823709,NA,PPIF,protein_coding,10,7869,10105
ENSG00000108219,grey,6.522593574470171,NA,TSPAN14,protein_coding,10,78958,81619
ENSG00000108239,grey,87.26687939938729,NA,TBC1D12,protein_coding,10,133427,23232
ENSG00000108262,grey,224.150620038797,NA,GIT1,protein_coding,17,20586,28964
ENSG00000108278,grey,0.6516637224868451,NA,ZNHIT3,protein_coding,17,12682,9326
ENSG00000108292,grey,44.972422073617054,NA,MLLT6,protein_coding,17,24262,4302
ENSG00000108309,grey,115.1143436125458,NA,RUNDC3A,protein_coding,17,10259,10900
ENSG00000108352,grey,139.16002943188724,NA,RAPGEFL1,protein_coding,17,18646,51195
ENSG00000108381,grey,111.53712509698657,NA,ASPA,protein_coding,17,31046,443
ENSG00000108387,grey,28.476835700152186,NA,SEPT4,protein_coding,17,20569,NA
ENSG00000108439,grey,19.785527377890002,NA,PNPO,protein_coding,17,6783,55163
ENSG00000108448,grey,64.972739339363,NA,TRIM16L,protein_coding,17,38121,147166
ENSG00000108465,grey,165.1382583345391,NA,CDK5RAP3,protein_coding,17,13965,80279
ENSG00000108469,grey,13.922556685670594,NA,RECQL5,protein_coding,17,40345,9400
ENSG00000108479,grey,196.14210236541325,NA,GALK1,protein_coding,17,14118,2584
ENSG00000108557,grey,59.14048320068459,NA,RAI1,protein_coding,17,129981,10743
ENSG00000108576,grey,9.367786984972392,NA,SLC6A4,protein_coding,17,41684,6532
ENSG00000108587,grey,129.93827170374485,NA,GOSR1,protein_coding,17,50231,9527
ENSG00000108622,grey,77.24882031193336,NA,ICAM2,protein_coding,17,18041,3384
ENSG00000108654,grey,165.58692955097285,NA,DDX5,protein_coding,17,8584,1655
ENSG00000108679,grey,135.81546986834104,NA,LGALS3BP,protein_coding,17,8872,3959
ENSG00000108691,grey,8.755691522276674,NA,CCL2,protein_coding,17,1919,6347
ENSG00000108771,grey,83.8617071736446,NA,DHX58,protein_coding,17,11330,79132
ENSG00000108774,grey,3.72342193685627,NA,RAB5C,protein_coding,17,30042,5878
ENSG00000108784,grey,308.0110136919015,NA,NAGLU,protein_coding,17,8278,4669
ENSG00000108785,grey,7.27377529484154,NA,HSD17B1P1,pseudogene,17,1943,643646
ENSG00000108786,grey,125.45687993826142,NA,HSD17B1,protein_coding,17,6000,3292
ENSG00000108797,grey,42.93534819577607,NA,CNTNAP1,protein_coding,17,17202,8506
ENSG00000108798,grey,41.720315386373464,NA,ABI3,protein_coding,17,12999,51225
ENSG00000108819,grey,3.59651880965255,NA,PPP1R9B,protein_coding,17,16888,84687
ENSG00000108828,grey,164.4254073160964,NA,VAT1,protein_coding,17,10519,10493
ENSG00000108846,grey,26.36809251433115,NA,ABCC3,protein_coding,17,57476,8714
ENSG00000108852,grey,9.71709805250005,NA,MPP2,protein_coding,17,34344,4355
ENSG00000108854,grey,243.00966565557655,NA,SMURF2,protein_coding,17,119774,64750
ENSG00000108984,grey,14.953112052488354,NA,MAP2K6,protein_coding,17,128634,5608
ENSG00000109062,grey,145.5361697338817,NA,SLC9A3R1,protein_coding,17,20702,NA
ENSG00000109065,grey,32.20655847917563,NA,NAT9,protein_coding,17,5821,26151
ENSG00000109089,grey,158.4937570384412,NA,CDR2L,protein_coding,17,18169,30850
ENSG00000109099,grey,21.66745478737838,NA,PMP22,protein_coding,17,35549,5376
ENSG00000109113,grey,122.36022184132581,NA,RAB34,protein_coding,17,4149,83871
ENSG00000109118,grey,178.4464126607206,NA,PHF12,protein_coding,17,46522,57649
ENSG00000109158,grey,2.358180656219371,NA,GABRA4,protein_coding,4,75508,2557
ENSG00000109265,grey,3.5661930265662,NA,KIAA1211,protein_coding,4,158431,NA
ENSG00000109321,grey,5.658663375805673,NA,AREG,protein_coding,4,9876,374
ENSG00000109323,grey,2.3198293590867958,NA,MANBA,protein_coding,4,129492,4126
ENSG00000109452,grey,41.81975008419003,NA,INPP4B,protein_coding,4,824273,8821
ENSG00000109472,grey,2.2592440519638575,NA,CPE,protein_coding,4,137127,1363
ENSG00000109475,grey,63.59989700028258,NA,RPL34,protein_coding,4,9847,6164
ENSG00000109519,grey,130.90320912814968,NA,GRPEL1,protein_coding,4,9292,80273
ENSG00000109610,grey,7.8502151976473264,NA,SOD3,protein_coding,4,10931,6649
ENSG00000109625,grey,9.976687054949394,NA,CPZ,protein_coding,4,27102,8532
ENSG00000109667,grey,13.536167714418221,NA,SLC2A9,protein_coding,4,283784,56606
ENSG00000109689,grey,234.2939718818853,NA,STIM2,protein_coding,4,167704,57620
ENSG00000109736,grey,290.30828726066875,NA,MFSD10,protein_coding,4,4299,10227
ENSG00000109756,grey,166.64076777001176,NA,RAPGEF2,protein_coding,4,255992,9693
ENSG00000109787,grey,21.966549595874742,NA,KLF3,protein_coding,4,36847,51274
ENSG00000109794,grey,2.1524655410721274,NA,FAM149A,protein_coding,4,68249,25854
ENSG00000109881,grey,37.25432094700276,NA,CCDC34,protein_coding,11,33042,91057
ENSG00000109906,grey,8.663947239096201,NA,ZBTB16,protein_coding,11,191084,7704
ENSG00000109929,grey,66.00659226794791,NA,SC5D,protein_coding,11,16242,6309
ENSG00000109944,grey,13.439774519833476,NA,C11orf63,protein_coding,11,77116,NA
ENSG00000110025,grey,137.77712774787122,NA,SNX15,protein_coding,11,13165,29907
ENSG00000110042,grey,291.51995152064694,NA,DTX4,protein_coding,11,37158,23220
ENSG00000110046,grey,106.29665385725482,NA,ATG2A,protein_coding,11,22716,23130
ENSG00000110047,grey,215.02484859842855,NA,EHD1,protein_coding,11,36655,10938
ENSG00000110057,grey,48.902276237674485,NA,UNC93B1,protein_coding,11,13878,81622
ENSG00000110074,grey,102.12408563191897,NA,FOXRED1,protein_coding,11,9077,55572
ENSG00000110079,grey,4.569340649890331,NA,MS4A4A,protein_coding,11,28432,51338
ENSG00000110090,grey,101.25233503029355,NA,CPT1A,protein_coding,11,89791,1374
ENSG00000110092,grey,22.137514210527424,NA,CCND1,protein_coding,11,13388,595
ENSG00000110107,grey,63.01510731052731,NA,PRPF19,protein_coding,11,15859,27339
ENSG00000110195,grey,55.26345916929415,NA,FOLR1,protein_coding,11,6744,2348
ENSG00000110315,grey,9.509862379706185,NA,RNF141,protein_coding,11,29553,50862
ENSG00000110318,grey,113.59926169992426,NA,KIAA1377,protein_coding,11,86044,NA
ENSG00000110328,grey,16.814204049778034,NA,GALNT18,protein_coding,11,351130,374378
ENSG00000110436,grey,5.561766704147598,NA,SLC1A2,protein_coding,11,168858,6506
ENSG00000110446,grey,93.9560829680726,NA,SLC15A3,protein_coding,11,15447,51296
ENSG00000110455,grey,95.14565293179899,NA,ACCS,protein_coding,11,18298,84680
ENSG00000110492,grey,8.419757944128557,NA,MDK,protein_coding,11,3070,4192
ENSG00000110497,grey,137.5975375465847,NA,AMBRA1,protein_coding,11,197712,55626
ENSG00000110628,grey,1.1426762960692738,NA,SLC22A18,protein_coding,11,25526,5002
ENSG00000110651,grey,150.97124371467473,NA,CD81,protein_coding,11,21243,975
ENSG00000110693,grey,134.763808296765,NA,SOX6,protein_coding,11,773144,55553
ENSG00000110697,grey,151.63678995272915,NA,PITPNM1,protein_coding,11,14496,9600
ENSG00000110711,grey,408.7775451809778,NA,AIP,protein_coding,11,8063,9049
ENSG00000110717,grey,227.25157260240164,NA,NDUFS8,protein_coding,11,6028,4728
ENSG00000110719,grey,201.7626220054051,NA,TCIRG1,protein_coding,11,11880,10312
ENSG00000110721,grey,1.7451415646442405,NA,CHKA,protein_coding,11,68586,1119
ENSG00000110841,grey,45.387995290329876,NA,PPFIBP1,protein_coding,12,172134,8496
ENSG00000110844,grey,23.306967320606386,NA,PRPF40B,protein_coding,12,76449,25766
ENSG00000110852,grey,105.71676521725595,NA,CLEC2B,protein_coding,12,17153,9976
ENSG00000110871,grey,449.43450806896266,NA,COQ5,protein_coding,12,31161,84274
ENSG00000110880,grey,47.49130254136976,NA,CORO1C,protein_coding,12,86488,23603
ENSG00000110900,grey,4.167183183237628,NA,TSPAN11,protein_coding,12,70173,441631
ENSG00000110934,grey,9.634893402427464,NA,BIN2,protein_coding,12,43631,51411
ENSG00000111058,grey,3.2534051026344875,NA,ACSS3,protein_coding,12,318940,79611
ENSG00000111077,grey,8.788599539274589,NA,TENC1,protein_coding,12,17404,NA
ENSG00000111145,grey,61.33618121554803,NA,ELK3,protein_coding,12,75454,2004
ENSG00000111181,grey,13.311563328319977,NA,SLC6A12,protein_coding,12,24494,6539
ENSG00000111199,grey,33.06050253065896,NA,TRPV4,protein_coding,12,50323,59341
ENSG00000111215,grey,5.67763777541547,NA,PRR4,protein_coding,12,346654,11272
ENSG00000111231,grey,190.9179525884381,NA,GPN3,protein_coding,12,16785,51184
ENSG00000111275,grey,70.27280682296048,NA,ALDH2,protein_coding,12,43092,217
ENSG00000111321,grey,70.6684879625436,NA,LTBR,protein_coding,12,16523,4055
ENSG00000111424,grey,6.291956393525761,NA,VDR,protein_coding,12,101512,7421
ENSG00000111432,grey,25.652907848513827,NA,FZD10,protein_coding,12,3282,11211
ENSG00000111450,grey,219.15407495523704,NA,STX2,protein_coding,12,49667,2054
ENSG00000111452,grey,27.838765360546883,NA,GPR133,protein_coding,12,187563,NA
ENSG00000111490,grey,43.866934138284336,NA,TBC1D30,protein_coding,12,100224,23329
ENSG00000111640,grey,121.88585114941917,NA,GAPDH,protein_coding,12,4445,2597
ENSG00000111653,grey,196.67608978098886,NA,ING4,protein_coding,12,12869,51147
ENSG00000111666,grey,4.3702215020412885,NA,CHPT1,protein_coding,12,47194,56994
ENSG00000111669,grey,390.5145147734152,NA,TPI1,protein_coding,12,3830,7167
ENSG00000111671,grey,24.28333451297713,NA,SPSB2,protein_coding,12,18424,84727
ENSG00000111674,grey,19.219948451569525,NA,ENO2,protein_coding,12,9953,2026
ENSG00000111676,grey,49.6094705927977,NA,ATN1,protein_coding,12,17859,1822
ENSG00000111684,grey,46.36908314810255,NA,LPCAT3,protein_coding,12,40467,10162
ENSG00000111696,grey,1.8928175096515765,NA,NT5DC3,protein_coding,12,70745,51559
ENSG00000111716,grey,32.045498789740606,NA,LDHB,protein_coding,12,122516,3945
ENSG00000111731,grey,363.52851683462427,NA,C2CD5,protein_coding,12,95964,9847
ENSG00000111732,grey,9.650501014332713,NA,AICDA,protein_coding,12,10706,57379
ENSG00000111752,grey,74.4950211997193,NA,PHC1,protein_coding,12,27572,1911
ENSG00000111786,grey,353.91305606806634,NA,SRSF9,protein_coding,12,8126,8683
ENSG00000111802,grey,3.9261933262857402,NA,TDP2,protein_coding,6,17057,51567
ENSG00000111817,grey,5.116590178598586,NA,DSE,protein_coding,6,187089,29940
ENSG00000111832,grey,101.79597306404077,NA,RWDD1,protein_coding,6,26309,51389
ENSG00000111859,grey,4.29171900525307,NA,NEDD9,protein_coding,6,199051,4739
ENSG00000111879,grey,60.40272631947057,NA,FAM184A,protein_coding,6,189625,79632
ENSG00000111885,grey,9.460587273270137,NA,MAN1A1,protein_coding,6,172553,4121
ENSG00000111906,grey,3.1093699717135053,NA,HDDC2,protein_coding,6,82175,51020
ENSG00000111907,grey,3.2996063053510296,NA,TPD52L1,protein_coding,6,145359,7164
ENSG00000111912,grey,92.1572400571457,NA,NCOA7,protein_coding,6,149960,135112
ENSG00000111913,grey,73.43444312726103,NA,FAM65B,protein_coding,6,244638,NA
ENSG00000111962,grey,9.801625591984175,NA,UST,protein_coding,6,329663,10090
ENSG00000112137,grey,102.32137457131236,NA,PHACTR1,protein_coding,6,570753,221692
ENSG00000112146,grey,17.72356499263343,NA,FBXO9,protein_coding,6,48883,26268
ENSG00000112159,grey,305.02470018063457,NA,MDN1,protein_coding,6,177225,23195
ENSG00000112175,grey,49.5728918954924,NA,BMP5,protein_coding,6,121920,653
ENSG00000112182,grey,20.992963161516677,NA,BACH2,protein_coding,6,370380,60468
ENSG00000112186,grey,51.626385600430446,NA,CAP2,protein_coding,6,164577,10486
ENSG00000112195,grey,41.18736158270471,NA,TREML2,protein_coding,6,10918,79865
ENSG00000112208,grey,16.62031897172015,NA,BAG2,protein_coding,6,17508,9532
ENSG00000112218,grey,15.316847692163176,NA,GPR63,protein_coding,6,43352,81491
ENSG00000112242,grey,18.768662288132592,NA,E2F3,protein_coding,6,91544,1871
ENSG00000112245,grey,31.212190096226003,NA,PTP4A1,protein_coding,6,61827,7803
ENSG00000112249,grey,13.067583052190061,NA,ASCC3,protein_coding,6,373179,10973
ENSG00000112276,grey,96.99792948151789,NA,BVES,protein_coding,6,40353,11149
ENSG00000112294,grey,1.0987631046195032,NA,ALDH5A1,protein_coding,6,42356,7915
ENSG00000112297,grey,14.429865069310292,NA,AIM1,protein_coding,6,58597,NA
ENSG00000112299,grey,0.8530200471976468,NA,VNN1,protein_coding,6,32460,8876
ENSG00000112304,grey,6.419661992502664,NA,ACOT13,protein_coding,6,38031,55856
ENSG00000112320,grey,113.70757076179147,NA,SOBP,protein_coding,6,170196,55084
ENSG00000112335,grey,67.04519547353814,NA,SNX3,protein_coding,6,50039,8724
ENSG00000112378,grey,23.95225946567956,NA,PERP,protein_coding,6,19007,64065
ENSG00000112394,grey,22.342452211813246,NA,SLC16A10,protein_coding,6,143617,117247
ENSG00000112419,grey,20.477989960039842,NA,PHACTR2,protein_coding,6,294341,9749
ENSG00000112511,grey,18.946156857698767,NA,PHF1,protein_coding,6,6055,5252
ENSG00000112541,grey,18.714571107200126,NA,PDE10A,protein_coding,6,659316,10846
ENSG00000112559,grey,94.17699937270433,NA,MDFI,protein_coding,6,17365,4188
ENSG00000112561,grey,194.3439657198523,NA,TFEB,protein_coding,6,52282,7942
ENSG00000112562,grey,5.074580279565368,NA,SMOC2,protein_coding,6,232154,64094
ENSG00000112576,grey,246.26250143692863,NA,CCND3,protein_coding,6,115425,896
ENSG00000112658,grey,16.73482742621241,NA,SRF,protein_coding,6,10207,6722
ENSG00000112659,grey,10.01587087688996,NA,CUL9,protein_coding,6,42413,23113
ENSG00000112679,grey,1.386409842948531,NA,DUSP22,protein_coding,6,59726,56940
ENSG00000112695,grey,357.71916447940373,NA,COX7A2,protein_coding,6,12649,1347
ENSG00000112715,grey,18.85913237280543,NA,VEGFA,protein_coding,6,16304,7422
ENSG00000112759,grey,67.97286449201597,NA,SLC29A1,protein_coding,6,14647,2030
ENSG00000112769,grey,230.23751738307624,NA,LAMA4,protein_coding,6,146179,3910
ENSG00000112782,grey,11.7905338566446,NA,CLIC5,protein_coding,6,180088,53405
ENSG00000112787,grey,20.560912495772,NA,FBRSL1,protein_coding,12,95638,57666
ENSG00000112851,grey,14.415430913389079,NA,ERBB2IP,protein_coding,5,156075,NA
ENSG00000112874,grey,0.6509466803590764,NA,NUDT12,protein_coding,5,13939,83594
ENSG00000112877,grey,1.2967093083718777,NA,CEP72,protein_coding,5,54897,55722
ENSG00000112936,grey,11.991490830975168,NA,C7,protein_coding,5,73688,730
ENSG00000112964,grey,3.6728974894962407,NA,GHR,protein_coding,5,298101,2690
ENSG00000112977,grey,34.458167130872376,NA,DAP,protein_coding,5,82043,1611
ENSG00000112983,grey,70.84051215970379,NA,BRD8,protein_coding,5,39221,10902
ENSG00000112996,grey,290.2292590999212,NA,MRPS30,protein_coding,5,11504,10884
ENSG00000113070,grey,2.4148549918096314,NA,HBEGF,protein_coding,5,13789,1839
ENSG00000113108,grey,27.08546222648731,NA,APBB3,protein_coding,5,35485,10307
ENSG00000113161,grey,4.050721538087089,NA,HMGCR,protein_coding,5,25776,3156
ENSG00000113231,grey,212.89001292959196,NA,PDE8B,protein_coding,5,219359,8622
ENSG00000113356,grey,130.70729754827164,NA,POLR3G,protein_coding,5,42806,10622
ENSG00000113360,grey,335.83960993761434,NA,DROSHA,protein_coding,5,131700,29102
ENSG00000113361,grey,1.0017049137675786,NA,CDH6,protein_coding,5,135397,1004
ENSG00000113389,grey,11.2268399687842,NA,NPR3,protein_coding,5,102644,4883
ENSG00000113396,grey,3.793482684862594,NA,SLC27A6,protein_coding,5,495630,28965
